Component,Description,Part,References,Value,Footprint,Quantity Per PCB,Datasheet
1,"2x10 2.54 mm pitch header, 2 pins next to each other are connected",HEADER_2x10_PARALLEL,J7,HEADER_2x10_PARALLEL,PinHeader_2x10_P2.54mm_Vertical,1,
2,"Zásuvka; kabel-pl.spoj; vidlice; GH; 1,25mm; PIN: 10; SMT; 50V; 1A",SM10B-GHS-TB,J6,SM10B-GHS-TB,JST_GH_SM10B-GHS-TB_1x10-1MP_P1.25mm_Horizontal,1,
